Content_id,IMBD_id,IMDB_Rating,Meta_score,Director,Star1,Star2,awards_won,No_of_nomination,No_of_Votes, Gross ,SRC_DATE
C0667,I0667,7.8,58,John Woo,Yun-Fat Chow,Tony Chiu-Wai Leung,0,8,46700,"12,37,47,836",2025-05-04
C0668,I0668,7.8,68,Jim Jarmusch,Winona Ryder,Gena Rowlands,10,9,55362,"20,15,810",2025-06-27
C0669,I0669,7.8,86,Krzysztof Kieslowski,Irène Jacob,Wladyslaw Kowalski,4,14,42376,"19,99,955",2025-06-24
C0670,I0670,7.8,76,John Singleton,Cuba Gooding Jr.,Laurence Fishburne,9,16,126082,"5,75,04,069",2025-04-08
C0671,I0671,7.8,75,Rob Reiner,James Caan,Kathy Bates,6,17,184740,"6,12,76,872",2025-06-03
C0672,I0672,7.8,74,Penny Marshall,Robert De Niro,Robin Williams,4,21,125276,"5,20,96,475",2025-06-30
C0673,I0673,7.8,83,Hayao Miyazaki,Kirsten Dunst,Minami Takayama,1,25,124193,"11,58,91,188",2025-04-07
C0674,I0674,7.8,78,Edward Zwick,Matthew Broderick,Denzel Washington,10,16,122779,"2,68,30,000",2025-06-29
C0675,I0675,7.8,82,John Woo,Yun-Fat Chow,Danny Lee,10,11,45624,"27,18,50,048",2025-01-08
C0676,I0676,7.8,57,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,10,13,481918,"11,85,00,000",2025-05-04
C0677,I0677,7.8,65,Alan Parker,Gene Hackman,Willem Dafoe,3,9,88214,"3,46,03,943",2025-04-24
C0678,I0678,7.8,45,John McTiernan,Arnold Schwarzenegger,Carl Weathers,2,11,371387,"5,97,35,548",2025-01-10
C0679,I0679,7.8,72,Sam Raimi,Bruce Campbell,Sarah Berry,3,10,148359,"59,23,044",2025-02-09
C0680,I0680,7.8,61,John Hughes,Matthew Broderick,Alan Ruck,7,6,321382,"7,01,36,369",2025-03-31
C0681,I0681,7.8,75,Jim Jarmusch,Tom Waits,John Lurie,5,23,47834,"14,36,000",2025-05-08
C0682,I0682,7.8,62,Richard Donner,Sean Astin,Josh Brolin,2,12,244430,"6,15,03,218",2025-05-14
C0683,I0683,7.8,78,Steven Spielberg,Danny Glover,Whoopi Goldberg,5,23,78321,"9,84,67,863",2025-04-05
C0684,I0684,7.8,66,John Hughes,Emilio Estevez,Judd Nelson,8,5,357026,"4,58,75,171",2025-04-06
C0685,I0685,7.8,76,Roland Joffé,Sam Waterston,Haing S. Ngor,4,15,51585,"3,47,00,291",2025-05-17
C0686,I0686,7.8,71,Ivan Reitman,Bill Murray,Dan Aykroyd,8,10,355413,"23,86,32,124",2025-06-01
C0687,I0687,7.8,91,Philip Kaufman,Sam Shepard,Scott Glenn,3,23,56235,"2,15,00,000",2025-06-12
C0688,I0688,7.8,73,Martin Scorsese,Robert De Niro,Jerry Lewis,4,9,88511,"25,00,000",2025-05-09
C0689,I0689,7.8,91,Steven Spielberg,Henry Thomas,Drew Barrymore,1,16,372490,"43,51,10,554",2025-04-26
C0690,I0690,7.8,77,Robert Benton,Dustin Hoffman,Meryl Streep,5,6,133351,"10,62,60,000",2025-03-28
C0691,I0691,7.8,93,Terrence Malick,Richard Gere,Brooke Adams,9,7,52852,"11,94,49,763",2025-03-06
C0692,I0692,7.8,69,Clint Eastwood,Clint Eastwood,Sondra Locke,6,9,65659,"3,18,00,000",2025-05-07
C0693,I0693,7.8,91,John Huston,Sean Connery,Michael Caine,1,15,44917,"23,45,02,677",2025-01-16
C0694,I0694,7.8,85,Francis Ford Coppola,Gene Hackman,John Cazale,6,9,98611,"44,20,000",2025-02-17
C0695,I0695,7.8,73,René Laloux,Barry Bostwick,Jennifer Drake,1,13,25229,"1,93,817",2025-03-27
C0696,I0696,7.8,80,Fred Zinnemann,Edward Fox,Terence Alexander,10,14,37445,"1,60,56,255",2025-01-18
C0697,I0697,7.8,93,Terrence Malick,Martin Sheen,Sissy Spacek,8,5,66009,"7,02,64,645",2025-04-20
C0698,I0698,7.8,80,Bob Fosse,Liza Minnelli,Michael York,1,5,48334,"4,27,65,000",2025-02-27
C0699,I0699,7.8,67,Mel Stuart,Gene Wilder,Jack Albertson,3,24,178731,"40,00,000",2025-06-13
C0700,I0700,7.8,79,John Schlesinger,Dustin Hoffman,Jon Voight,7,9,101124,"4,47,85,053",2025-04-04
C0701,I0701,7.8,81,Terence Young,Audrey Hepburn,Alan Arkin,5,6,27733,"1,75,50,741",2025-02-16
C0702,I0702,7.8,63,Stanley Kramer,Spencer Tracy,Sidney Poitier,1,12,39642,"5,67,00,000",2025-04-12
C0703,I0703,7.8,86,Arthur Penn,Warren Beatty,Faye Dunaway,10,15,102415,"19,23,30,884",2025-05-04
C0704,I0704,7.8,95,George Cukor,Audrey Hepburn,Rex Harrison,1,5,86525,"7,20,00,000",2025-03-19
C0705,I0705,7.8,88,Robert Stevenson,Julie Andrews,Dick Van Dyke,10,20,158029,"10,22,72,727",2025-04-16
C0706,I0706,7.8,75,Ken Annakin,Andrew Marton,Gerd Oswald,6,23,52141,"3,91,00,000",2025-05-31
C0707,I0707,7.8,97,François Truffaut,Jeanne Moreau,Oskar Werner,8,7,37605,"31,38,57,988",2025-04-28
C0708,I0708,7.8,88,Jack Clayton,Deborah Kerr,Peter Wyngarde,4,17,27007,"26,16,000",2025-04-30
C0709,I0709,7.8,63,Jean-Luc Godard,Jean-Paul Belmondo,Jean Seberg,9,6,73251,"3,36,705",2025-01-24
C0710,I0710,7.8,89,Howard Hawks,Arthur Rosson,John Wayne,3,20,28167,"11,93,90,609",2025-05-20
C0711,I0711,7.8,55,John Huston,Humphrey Bogart,Edward G. Robinson,2,5,36995,"17,69,33,304",2025-04-09
C0712,I0712,7.8,58,Howard Hawks,Humphrey Bogart,Lauren Bacall,7,6,31053,"19,06,03,161",2025-01-10
C0713,I0713,7.8,94,Alfred Hitchcock,Teresa Wright,Joseph Cotten,4,18,59556,"30,11,34,379",2025-02-02
C0714,I0714,7.8,93,John Ford,John Wayne,Claire Trevor,10,17,43621,"30,36,00,973",2025-05-24
C0715,I0715,7.8,98,Alfred Hitchcock,Margaret Lockwood,Michael Redgrave,8,11,47400,"32,35,27,339",2025-03-18
C0716,I0716,7.8,91,Howard Hawks,Katharine Hepburn,Cary Grant,4,6,55163,"6,77,39,479",2025-05-03
C0717,I0717,7.8,95,James Whale,Boris Karloff,Elsa Lanchester,2,21,43542,"43,60,000",2025-01-14
C0718,I0718,7.8,93,Leo McCarey,Groucho Marx,Harpo Marx,0,7,55581,"15,64,43,368",2025-01-15
C0719,I0719,7.8,87,Howard Hawks,Richard Rosson,Paul Muni,1,19,25312,"27,68,99,003",2025-01-03
C0720,I0720,7.8,91,James Whale,Colin Clive,Mae Clarke,0,18,65341,"13,80,22,949",2025-02-12
C0721,I0721,7.7,96,Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,6,8,140375,"25,75,55,162",2025-03-29
C0722,I0722,7.7,85,Francis Lee,Josh O'Connor,Alec Secareanu,6,25,25198,"3,35,609",2025-04-24
C0723,I0723,7.7,66,David Leitch,Ryan Reynolds,Josh Brolin,4,6,478586,"32,45,91,735",2025-02-16
C0724,I0724,7.7,73,Taylor Sheridan,Kelsey Asbille,Jeremy Renner,0,13,205444,"3,38,00,859",2025-06-09
C0725,I0725,7.7,85,Jordan Peele,Daniel Kaluuya,Allison Williams,8,6,492851,"17,60,40,665",2025-04-04
C0726,I0726,7.7,86,Christopher McQuarrie,Tom Cruise,Henry Cavill,1,20,291257,"22,01,59,104",2025-02-07
C0727,I0727,7.7,70,Hannes Holm,Rolf Lassgård,Bahar Pars,2,17,47444,"33,58,518",2025-03-29
C0728,I0728,7.7,76,Jemaine Clement,Taika Waititi,Jemaine Clement,2,25,157498,"33,33,000",2025-05-26
C0729,I0729,7.7,72,James Simone,Hiromasa Yonebayashi,Sara Takatsuki,6,15,32798,"7,65,127",2025-03-25
C0730,I0730,7.7,72,James Marsh,Eddie Redmayne,Felicity Jones,4,7,404182,"3,58,93,537",2025-03-13
C0731,I0731,7.7,60,Matthew Vaughn,Colin Firth,Taron Egerton,1,14,590440,"12,82,61,724",2025-04-03
C0732,I0732,7.7,69,Josh Boone,Shailene Woodley,Ansel Elgort,1,24,344312,"12,48,72,350",2025-05-14
C0733,I0733,7.7,74,Alfonso Gomez-Rejon,Thomas Mann,RJ Cyler,2,11,123210,"67,43,776",2025-06-19
C0734,I0734,7.7,87,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,7,19,580291,"4,23,40,598",2025-05-14
C0735,I0735,7.7,89,Abdellatif Kechiche,Léa Seydoux,Adèle Exarchopoulos,7,9,138741,"21,99,675",2025-04-11
C0736,I0736,7.7,40,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,6,7,32628,"11,22,527",2025-01-14
C0737,I0737,7.7,70,Felix van Groeningen,Veerle Baetens,Johan Heldenbergh,7,12,39379,"1,75,058",2025-04-03
C0738,I0738,7.7,70,Anthony Russo,Joe Russo,Chris Evans,7,11,736182,"25,97,66,572",2025-02-14
C0739,I0739,7.7,34,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,2,7,39501,"9,85,912",2025-05-18
C0740,I0740,7.7,87,Alexander Payne,Bruce Dern,Will Forte,7,20,112298,"1,76,54,912",2025-04-09
C0741,I0741,7.7,72,Rich Moore,John C. Reilly,Jack McBrayer,4,9,380195,"18,94,22,889",2025-04-27
C0742,I0742,7.7,70,Mark Osborne,Jeff Bridges,Mackenzie Foy,7,7,56720,"13,39,152",2025-01-08
C0743,I0743,7.7,52,Tony Kaye,Adrien Brody,Christina Hendricks,1,24,77071,"71,177",2025-04-24
C0744,I0744,7.7,81,Woody Allen,Owen Wilson,Rachel McAdams,0,14,388089,"5,68,16,662",2025-03-16
C0745,I0745,7.7,83,Christopher Miller,Phil Lord,Chris Pratt,0,9,323982,"25,77,60,692",2025-06-26
C0746,I0746,7.7,96,Alfonso Cuarón,Sandra Bullock,George Clooney,5,17,769145,"27,40,92,705",2025-04-29
C0747,I0747,7.7,72,J.J. Abrams,Chris Pine,Zachary Quinto,7,21,463188,"22,87,78,661",2025-01-01
C0748,I0748,7.7,79,Cary Joji Fukunaga,Abraham Attah,Emmanuel Affadzi,6,14,73964,"83,861",2025-01-22
C0749,I0749,7.7,95,David Fincher,Jesse Eisenberg,Andrew Garfield,3,25,624982,"9,69,62,694",2025-06-01
C0750,I0750,7.7,65,Matthew Vaughn,James McAvoy,Michael Fassbender,3,19,645512,"14,64,08,305",2025-03-16
C0751,I0751,7.7,73,Todd Phillips,Zach Galifianakis,Bradley Cooper,2,16,717559,"27,73,22,503",2025-01-14
C0752,I0752,7.7,81,Sam Mendes,Daniel Craig,Javier Bardem,9,10,630614,"30,43,60,277",2025-02-13
C0753,I0753,7.7,81,David O. Russell,Bradley Cooper,Jennifer Lawrence,3,8,661871,"13,20,92,958",2025-05-08
C0754,I0754,7.7,86,Ben Affleck,Ben Affleck,Bryan Cranston,1,22,572581,"13,60,25,503",2025-05-07
C0755,I0755,7.7,76,Marc Webb,Zooey Deschanel,Joseph Gordon-Levitt,4,17,472242,"3,23,91,374",2025-04-21
C0756,I0756,7.7,65,David Yates,Daniel Radcliffe,Emma Watson,1,8,479120,"29,59,83,305",2025-04-04
C0757,I0757,7.7,86,Hayao Miyazaki,Cate Blanchett,Matt Damon,5,23,125317,"1,50,90,400",2025-03-15
C0758,I0758,7.7,80,Ron Howard,Frank Langella,Michael Sheen,3,23,103330,"1,85,93,156",2025-02-20
C0759,I0759,7.7,81,Satoshi Kon,Megumi Hayashibara,Tôru Emori,5,14,71379,"8,81,302",2025-04-07
C0760,I0760,7.7,63,Clint Eastwood,Angelina Jolie,Colm Feore,9,16,239203,"3,57,39,802",2025-06-07
C0761,I0761,7.7,45,Rob Reiner,Madeline Carroll,Callan McAuliffe,8,21,81446,"17,52,214",2025-04-02
C0762,I0762,7.7,66,Mamoru Hosoda,Riisa Naka,Takuya Ishida,0,5,60368,"22,02,96,304",2025-03-28
C0763,I0763,7.7,95,Shûsuke Kaneko,Tatsuya Fujiwara,Ken'ichi Matsuyama,6,8,28630,"32,58,70,388",2025-05-30
C0764,I0764,7.7,86,Shane Meadows,Thomas Turgoose,Stephen Graham,8,7,115576,"3,27,919",2025-05-13
C0765,I0765,7.7,78,Alex Garland,Alicia Vikander,Domhnall Gleeson,3,20,474141,"2,54,42,958",2025-05-10
C0766,I0766,7.7,78,Susanne Bier,Mads Mikkelsen,Sidse Babett Knudsen,4,7,32001,"4,12,544",2025-06-07
C0767,I0767,7.7,74,Kevin Macdonald,James McAvoy,Forest Whitaker,3,9,175355,"1,76,05,861",2025-06-02
C0768,I0768,7.7,78,David Fincher,Jake Gyllenhaal,Robert Downey Jr.,8,16,466080,"3,30,80,084",2025-04-23
C0769,I0769,7.7,53,Paul McGuigan,Josh Hartnett,Ben Kingsley,9,23,299524,"2,24,94,487",2025-04-20
C0770,I0770,7.7,70,Christian Carion,Diane Kruger,Benno Fürmann,4,24,28003,"10,54,361",2025-02-12
C0771,I0771,7.7,78,Anton Corbijn,Sam Riley,Samantha Morton,10,11,61609,"8,71,577",2025-01-04
C0772,I0772,7.7,71,Nathan Greno,Byron Howard,Mandy Moore,9,14,405922,"20,08,21,936",2025-05-15
C0773,I0773,7.7,71,Paul Verhoeven,Carice van Houten,Sebastian Koch,8,18,72643,"43,98,392",2025-01-19
C0774,I0774,7.7,87,Ang Lee,Jake Gyllenhaal,Heath Ledger,7,25,323103,"8,30,43,761",2025-03-01
C0775,I0775,7.7,76,James Mangold,Russell Crowe,Christian Bale,3,8,288797,"5,36,06,916",2025-05-09
C0776,I0776,7.7,66,Paul Haggis,Don Cheadle,Sandra Bullock,5,23,419483,"5,45,80,300",2025-06-27
C0777,I0777,7.7,78,Stephen Chow,Stephen Chow,Wah Yuen,10,11,127250,"1,71,08,591",2025-03-28
C0778,I0778,7.7,73,Paul Greengrass,Matt Damon,Franka Potente,5,16,434841,"17,62,41,941",2025-05-30
C0779,I0779,7.7,61,Brad Anderson,Christian Bale,Jennifer Jason Leigh,3,7,358432,"10,82,715",2025-01-25
C0780,I0780,7.7,73,Taylor Hackford,Jamie Foxx,Regina King,9,11,138356,"7,53,31,600",2025-06-01
C0781,I0781,7.7,89,Sofia Coppola,Bill Murray,Scarlett Johansson,10,9,415074,"4,45,85,453",2025-01-01
C0782,I0782,7.7,81,Mike Newell,Daniel Radcliffe,Emma Watson,6,14,548619,"29,00,13,036",2025-03-15
C0783,I0783,7.7,47,Tony Scott,Denzel Washington,Christopher Walken,6,10,329592,"7,79,11,774",2025-04-24
C0784,I0784,7.7,80,Henry Selick,Dakota Fanning,Teri Hatcher,5,6,197761,"7,52,86,229",2025-03-25
C0785,I0785,7.7,55,Edward Zwick,Tom Cruise,Ken Watanabe,0,10,400049,"11,11,10,575",2025-03-04
C0786,I0786,7.7,83,Peter Mullan,Eileen Walsh,Dorothy Duffy,2,10,25938,"48,90,878",2025-03-23
C0787,I0787,7.7,68,Wolfgang Becker,Daniel Brühl,Katrin Saß,5,25,137981,"40,64,200",2025-01-27
C0788,I0788,7.7,76,Jim Sheridan,Paddy Considine,Samantha Morton,9,22,40403,"1,55,39,266",2025-05-10
C0789,I0789,7.7,28,Jessie Nelson,Sean Penn,Michelle Pfeiffer,9,13,142863,"4,03,11,852",2025-02-07
C0790,I0790,7.7,83,Spike Jonze,Nicolas Cage,Meryl Streep,6,22,178565,"2,22,45,861",2025-05-29
C0791,I0791,7.7,74,Ridley Scott,Josh Hartnett,Ewan McGregor,10,10,364254,"10,86,38,745",2025-01-07
C0792,I0792,7.7,72,Sam Mendes,Tom Hanks,Tyler Hoechlin,7,25,246840,"10,44,54,762",2025-04-25
C0793,I0793,7.7,60,Oliver Hirschbiegel,Moritz Bleibtreu,Christian Berkel,8,25,90842,"1,41,072",2025-05-24
C0794,I0794,7.7,74,Stephen Daldry,Jamie Bell,Julie Walters,8,11,126770,"2,19,95,263",2025-03-12
C0795,I0795,7.7,85,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,0,6,31957,"30,29,081",2025-04-03
C0796,I0796,7.7,74,Steven Soderbergh,George Clooney,Brad Pitt,9,17,516372,"18,34,17,150",2025-01-15
C0797,I0797,7.7,62,Yoshiaki Kawajiri,Andrew Philpot,John Rafter Lee,3,18,29210,"1,51,086",2025-06-23
C0798,I0798,7.7,69,Joel Coen,Ethan Coen,George Clooney,8,8,286742,"4,55,12,588",2025-02-25
C0799,I0799,7.7,78,Bob Gale,James Marsden,Gary Oldman,6,18,29999,"22,16,33,222",2025-05-15
C0800,I0800,7.7,73,Trey Parker,Trey Parker,Matt Stone,6,16,192112,"5,20,37,603",2025-06-17
C0801,I0801,7.7,68,Mike Judge,Ron Livingston,Jennifer Aniston,9,17,241575,"1,08,24,921",2025-01-06
C0802,I0802,7.7,81,Todd Solondz,Jane Adams,Jon Lovitz,0,12,66408,"28,07,390",2025-04-22
C0803,I0803,7.7,69,Antoine Fuqua,Denzel Washington,Ethan Hawke,10,23,390247,"7,66,31,907",2025-06-26
C0804,I0804,7.7,86,Wes Anderson,Jason Schwartzman,Bill Murray,5,17,169229,"1,71,05,219",2025-06-29
C0805,I0805,7.7,57,Alejandro Amenábar,Eduardo Noriega,Penélope Cruz,1,12,64082,"3,68,234",2025-06-16
C0806,I0806,7.7,90,Spike Jonze,John Cusack,Cameron Diaz,7,24,312542,"2,28,58,926",2025-02-23
C0807,I0807,7.7,67,James L. Brooks,Jack Nicholson,Helen Hunt,1,21,275755,"14,84,78,011",2025-04-19
C0808,I0808,7.7,52,Luc Besson,Bruce Willis,Milla Jovovich,3,23,434125,"6,35,40,020",2025-02-06
C0809,I0809,7.7,73,Francis Veber,Thierry Lhermitte,Jacques Villeret,0,23,37424,"40,65,116",2025-01-17
C0810,I0810,7.7,76,Mike Newell,Al Pacino,Johnny Depp,4,9,279318,"4,19,09,762",2025-05-24
C0811,I0811,7.7,87,Scott Hicks,Geoffrey Rush,Armin Mueller-Stahl,10,8,51350,"3,58,11,509",2025-04-26
C0812,I0812,7.7,47,Gregory Hoblit,Richard Gere,Laura Linney,1,23,189716,"5,61,16,183",2025-06-03
C0813,I0813,7.7,90,Kenneth Branagh,Kenneth Branagh,Julie Christie,4,7,35991,"44,14,535",2025-03-29
C0814,I0814,7.7,83,Alfonso Cuarón,Liesel Matthews,Eleanor Bron,5,15,32236,"1,00,19,307",2025-05-05
C0815,I0815,7.7,71,Kar-Wai Wong,Leon Lai,Michelle Reis,8,5,26429,"16,75,79,069",2025-06-09
C0816,I0816,7.7,81,Michael Radford,Massimo Troisi,Massimo Troisi,7,15,33600,"2,18,48,932",2025-01-12
C0817,I0817,7.7,70,Kevin Smith,Brian O'Halloran,Jeff Anderson,2,19,211450,"31,51,130",2025-03-16
C0818,I0818,7.7,79,Robert Altman,Andie MacDowell,Julianne Moore,5,20,42275,"61,10,979",2025-04-15
C0819,I0819,7.7,66,Jonathan Demme,Tom Hanks,Denzel Washington,0,5,224169,"7,73,24,422",2025-06-12
C0820,I0820,7.7,64,Brian Henson,Michael Caine,Kermit the Frog,6,25,50298,"2,72,81,507",2025-05-09
C0821,I0821,7.7,73,Spike Lee,Denzel Washington,Angela Bassett,7,6,85819,"4,81,69,908",2025-05-13
C0822,I0822,7.7,76,Michael Mann,Daniel Day-Lewis,Madeleine Stowe,6,24,150409,"7,55,05,856",2025-04-23
C0823,I0823,7.7,83,Hayao Miyazaki,Shûichirô Moriyama,Tokiko Katô,7,22,77798,"32,49,24,120",2025-03-17
C0824,I0824,7.7,82,James Foley,Al Pacino,Jack Lemmon,1,23,95826,"1,07,25,228",2025-06-13
C0825,I0825,7.7,62,Rob Reiner,Tom Cruise,Jack Nicholson,6,14,235388,"14,13,40,178",2025-05-19
C0826,I0826,7.7,64,Jon Avnet,Kathy Bates,Jessica Tandy,5,16,66941,"8,24,18,501",2025-02-06
C0827,I0827,7.7,69,Joel Coen,Ethan Coen,John Turturro,1,19,113240,"61,53,939",2025-03-06
C0828,I0828,7.7,66,Joel Coen,Ethan Coen,Gabriel Byrne,0,5,125822,"50,80,409",2025-05-09
C0829,I0829,7.7,83,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,1,15,182009,"15,64,52,370",2025-05-24
C0830,I0830,7.7,85,George Sluizer,Bernard-Pierre Donnadieu,Gene Bervoets,1,16,33982,"9,62,30,731",2025-02-11
C0831,I0831,7.7,84,Bruce Robinson,Richard E. Grant,Paul McGann,7,12,40396,"15,44,889",2025-05-12
C0832,I0832,7.7,76,Bernardo Bertolucci,John Lone,Joan Chen,7,19,94326,"4,39,84,230",2025-04-12
C0833,I0833,7.7,62,Steven Spielberg,Christian Bale,John Malkovich,6,14,115677,"2,22,38,696",2025-05-17
C0834,I0834,7.7,54,Jean-Jacques Annaud,Sean Connery,Christian Slater,4,24,102031,"71,53,487",2025-03-05
C0835,I0835,7.7,76,David Lynch,Isabella Rossellini,Kyle MacLachlan,8,8,181285,"85,51,228",2025-04-19
C0836,I0836,7.7,75,Woody Allen,Mia Farrow,Jeff Daniels,6,23,47102,"1,06,31,333",2025-05-22
C0837,I0837,7.7,90,Martin Scorsese,Griffin Dunne,Rosanna Arquette,3,10,59635,"1,06,00,000",2025-06-09
C0838,I0838,7.7,97,Woody Allen,Woody Allen,Mia Farrow,0,12,39881,"1,17,98,616",2025-06-03
C0839,I0839,7.7,77,Sidney Lumet,Paul Newman,Charlotte Rampling,5,20,36096,"5,40,00,000",2025-01-25
C0840,I0840,7.7,67,Nicholas Meyer,William Shatner,Leonard Nimoy,0,8,112704,"7,89,12,963",2025-02-14
C0841,I0841,7.7,61,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,10,24,226541,"4,72,12,904",2025-04-04
C0842,I0842,7.7,86,Robert Redford,Donald Sutherland,Mary Tyler Moore,6,10,47099,"5,48,00,000",2025-01-30
C0843,I0843,7.7,78,Jim Abrahams,David Zucker,Jerry Zucker,2,19,214882,"8,34,00,000",2025-01-19
C0844,I0844,7.7,71,Hayao Miyazaki,Yasuo Yamada,Eiko Masuyama,2,21,27014,"15,32,77,350",2025-06-12
C0845,I0845,7.7,87,John Carpenter,Donald Pleasence,Jamie Lee Curtis,3,11,233106,"4,70,00,000",2025-05-27
C0846,I0846,7.7,71,Roman Polanski,Roman Polanski,Isabelle Adjani,1,10,39889,"19,24,733",2025-04-21
C0847,I0847,7.7,89,Woody Allen,Woody Allen,Diane Keaton,7,5,36037,"27,98,99,826",2025-05-15
C0848,I0848,7.7,68,Joseph Sargent,Walter Matthau,Robert Shaw,8,21,26729,"8,91,08,267",2025-06-20
C0849,I0849,7.7,73,Mel Brooks,Cleavon Little,Gene Wilder,5,5,125993,"11,95,00,000",2025-01-25
C0850,I0850,7.7,87,Sidney Lumet,Al Pacino,John Randolph,3,5,109941,"2,98,00,000",2025-03-06
C0851,I0851,7.7,83,Robert Clouse,Bruce Lee,John Saxon,1,16,96561,"2,50,00,000",2025-01-22
C0852,I0852,7.7,80,John Boorman,Jon Voight,Burt Reynolds,10,20,98740,"70,56,013",2025-01-27
C0853,I0853,7.7,94,William Friedkin,Gene Hackman,Roy Scheider,9,14,110075,"1,56,30,710",2025-01-10
C0854,I0854,7.7,90,Don Siegel,Clint Eastwood,Andrew Robinson,2,15,143292,"3,59,00,000",2025-02-19
C0855,I0855,7.7,63,Brian G. Hutton,Richard Burton,Clint Eastwood,2,21,51913,"21,57,11,178",2025-01-04
C0856,I0856,7.7,86,Gene Saks,Jack Lemmon,Walter Matthau,3,9,31572,"4,45,27,234",2025-06-27
C0857,I0857,7.7,73,Robert Aldrich,Lee Marvin,Ernest Borgnine,1,18,67183,"4,53,00,000",2025-02-21
C0858,I0858,7.7,74,Luis Buñuel,Catherine Deneuve,Jean Sorel,8,11,40274,"26,331",2025-04-13
C0859,I0859,7.7,72,Fred Zinnemann,Paul Scofield,Wendy Hiller,10,21,31222,"2,83,50,000",2025-05-23
C0860,I0860,7.7,91,Roman Polanski,Catherine Deneuve,Ian Hendry,3,21,48883,"14,60,95,781",2025-02-05
C0861,I0861,7.7,77,Cy Endfield,Stanley Baker,Jack Hawkins,6,9,35999,"18,81,32,295",2025-06-21
C0862,I0862,7.7,87,Guy Hamilton,Sean Connery,Gert Fröbe,4,9,174119,"5,10,81,062",2025-04-09
C0863,I0863,7.7,90,Alfred Hitchcock,Rod Taylor,Tippi Hedren,10,25,171739,"1,14,03,529",2025-05-21
C0864,I0864,7.7,76,J. Lee Thompson,Gregory Peck,Robert Mitchum,1,6,26457,"27,61,65,575",2025-06-27
C0865,I0865,7.7,31,Michael Powell,Karlheinz Böhm,Anna Massey,4,6,31354,"83,957",2025-03-28
C0866,I0866,7.7,74,John Sturges,Yul Brynner,Steve McQueen,1,22,87719,"49,05,000",2025-05-06
C0867,I0867,7.7,90,Georges Franju,Pierre Brasseur,Alida Valli,7,20,27620,"52,709",2025-05-21
C0868,I0868,7.7,92,Don Siegel,Kevin McCarthy,Dana Wynter,0,19,44839,"15,51,87,117",2025-03-24
C0869,I0869,7.7,89,Nicholas Ray,James Dean,Natalie Wood,0,11,83363,"11,45,01,200",2025-01-12
C0870,I0870,7.7,91,Alexander Mackendrick,Alec Guinness,Peter Sellers,7,12,26464,"32,37,80,351",2025-01-17
C0871,I0871,7.7,72,Billy Wilder,Humphrey Bogart,Audrey Hepburn,9,9,59415,"11,71,58,891",2025-05-06
C0872,I0872,7.7,80,John Ford,John Wayne,Maureen O'Hara,8,10,34677,"1,05,50,000",2025-03-23
C0873,I0873,7.7,52,Robert Wise,Michael Rennie,Patricia Neal,2,7,76315,"6,49,90,620",2025-02-07
C0874,I0874,7.7,91,John Huston,Humphrey Bogart,Katharine Hepburn,6,14,71481,"5,36,118",2025-05-20
C0875,I0875,7.7,59,Charles Vidor,Rita Hayworth,Glenn Ford,0,5,27991,"5,59,28,351",2025-01-16
C0876,I0876,7.7,96,James Algar,Samuel Armstrong,Ford Beebe Jr.,2,24,88662,"7,64,08,097",2025-01-23
C0877,I0877,7.7,87,James Whale,Claude Rains,Gloria Stuart,3,21,30683,"7,28,05,542",2025-01-10
C0878,I0878,7.6,73,Todd Haynes,Mark Ruffalo,Anne Hathaway,5,17,60408,"26,37,05,627",2025-01-26
C0879,I0879,7.6,71,Aneesh Chaganty,John Cho,Debra Messing,6,23,140840,"2,60,20,957",2025-04-23
C0880,I0880,7.6,83,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,9,9,551309,"14,25,02,728",2025-05-26
C0881,I0881,7.6,86,Andrey Zvyagintsev,Maryana Spivak,Aleksey Rozin,4,11,29765,"5,66,356",2025-01-12
C0882,I0882,7.6,92,Sean Baker,Brooklynn Prince,Bria Vinaite,2,23,95181,"59,04,366",2025-01-06
C0883,I0883,7.6,68,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,6,15,46739,"30,29,62,928",2025-02-25
C0884,I0884,7.6,60,Marc Webb,Chris Evans,Mckenna Grace,10,7,99643,"2,48,01,212",2025-04-27
C0885,I0885,7.6,70,Tyler Nilson,Michael Schwartz,Zack Gottsagen,7,18,66346,"1,31,22,642",2025-03-05
C0886,I0886,7.6,77,Sebastian Schipper,Laia Costa,Frederick Lau,0,21,52903,"26,73,47,769",2025-06-24
C0887,I0887,7.6,83,Deniz Gamze Ergüven,Günes Sensoy,Doga Zeynep Doguslu,1,14,35785,"8,45,464",2025-02-08
C0888,I0888,7.6,67,James Gunn,Chris Pratt,Zoe Saldana,0,9,569974,"38,98,13,101",2025-05-22
C0889,I0889,7.6,86,Edgar Wright,Ansel Elgort,Jon Bernthal,4,22,439406,"10,78,25,862",2025-04-27
